job_id,title,company_size,industry,city,province,work_type,experience_level,salary_cad,skills_required,degree_req,posted_date,source
CA-0397,Business Analyst,Small (<50),Government,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),70000,SQL; Power BI; Azure; Git,Bachelors Required,2024-08-04,LinkedIn
CA-0398,HR Data Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),74000,SQL; Excel; Tableau; SQL Server; Jira; DAX; Databricks,Not Specified,2024-07-11,LinkedIn
CA-0399,Junior Data Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Tableau; Azure; R,Masters Preferred,2024-08-09,LinkedIn
CA-0400,Marketing Data Analyst,Small (<50),Financial Services,Edmonton,Alberta,Remote,Senior Level (5+ yrs),,SQL; Excel; Python; Power BI; SQL Server,Bachelors Preferred,2024-09-22,Indeed
CA-0401,Data Analyst,Small (<50),Energy,Victoria,British Columbia,Hybrid,Entry Level (0-2 yrs),70000,SQL; Excel; Python; SQL Server,Bachelors Required,2024-02-10,Indeed
CA-0402,Data Analyst,Mid (50-500),Financial Services,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),75000,SQL; Excel; Python; Power BI; Tableau; Azure; Jira; Git,Bachelors Required,2024-11-24,LinkedIn
CA-0403,Operations Analyst,Mid (50-500),Energy,Toronto,Ontario,On-site,Entry Level (0-2 yrs),75000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure; R,Bachelors Preferred,2024-05-17,Glassdoor
CA-0404,Senior Data Analyst,Mid (50-500),Government,Toronto,Ontario,Remote,Mid Level (2-5 yrs),109000,SQL; Excel; Python; Tableau,Not Specified,2024-02-02,Indeed
CA-0405,Business Intelligence Analyst,Large (500+),Consulting,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),70000,Python; Tableau; SQL Server; Git; Spark; DAX,Bachelors Preferred,2024-01-18,Job Bank
CA-0406,Data Analyst II,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),81000,Excel; Power BI; Azure; DAX,Bachelors Required,2024-12-06,Company Website
CA-0407,Senior Data Analyst,Mid (50-500),Technology,Mississauga,Ontario,Hybrid,Entry Level (0-2 yrs),95000,Excel; SQL Server; Power Query,Not Specified,2024-12-02,Indeed
CA-0408,Senior Data Analyst,Large (500+),Healthcare,Victoria,British Columbia,Remote,Entry Level (0-2 yrs),88000,SQL; Power BI,Not Specified,2024-05-16,Indeed
CA-0409,Data Analyst,Small (<50),Retail & E-Commerce,Montreal,Quebec,On-site,Senior Level (5+ yrs),64000,SQL; Excel; Python; Power BI,Bachelors Required,2024-08-02,Job Bank
CA-0410,Data Analyst,Small (<50),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),87000,Excel; SQL Server; Azure; Looker; DAX,Bachelors Required,2023-12-02,LinkedIn
CA-0411,Business Intelligence Analyst,Mid (50-500),Telecommunications,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),84000,Excel; Python; Power BI; SQL Server; Azure; Git,Not Specified,2024-12-05,Indeed
CA-0412,HR Data Analyst,Small (<50),Telecommunications,Edmonton,Alberta,On-site,Senior Level (5+ yrs),64000,SQL; Python; Power BI; Azure; Git; Databricks,Bachelors Required,2025-02-06,Glassdoor
CA-0413,Business Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Remote,Entry Level (0-2 yrs),83000,SQL; Excel; Power BI; Tableau; SQL Server; Power Query,Bachelors Required,2023-12-13,Job Bank
CA-0414,Data Analyst,Large (500+),Retail & E-Commerce,Winnipeg,Manitoba,Remote,Mid Level (2-5 yrs),,SQL; Excel; Power BI; Tableau; Git; Looker,Bachelors Preferred,2024-04-13,LinkedIn
CA-0415,Data Analyst,Small (<50),Energy,Halifax,Nova Scotia,Hybrid,Mid Level (2-5 yrs),73000,SQL; Excel; Python; Power BI; R; Spark,Bachelors Preferred,2024-05-31,Indeed
CA-0416,Business Analyst,Large (500+),Retail & E-Commerce,Montreal,Quebec,Remote,Senior Level (5+ yrs),65000,SQL; Python; Tableau; SQL Server,Bachelors Preferred,2024-04-23,LinkedIn
CA-0417,Data Analyst,Mid (50-500),Healthcare,Calgary,Alberta,On-site,Senior Level (5+ yrs),68000,SQL; Excel; Power BI; Tableau; SQL Server; R,Bachelors Preferred,2024-08-13,LinkedIn
CA-0418,Data Analyst,Large (500+),Government,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),75000,Excel; Python; Power BI; SQL Server; Git,Bachelors Required,2024-12-28,Indeed
CA-0419,Data Analyst,Large (500+),Healthcare,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),83000,SQL; Excel; Power BI; Tableau; Jira; Git; DAX; Power Query,Masters Preferred,2024-12-16,Indeed
CA-0420,Junior Data Analyst,Mid (50-500),Healthcare,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),71000,SQL; Excel; Python; Power BI,Bachelors Required,2024-04-22,LinkedIn
CA-0421,Data Analyst,Large (500+),Healthcare,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),73000,SQL; Excel; Power BI; Tableau; Git,Masters Preferred,2024-04-05,LinkedIn
CA-0422,Data Analyst,Large (500+),Financial Services,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),81000,SQL; Excel; Python; Power BI,Not Specified,2024-05-03,LinkedIn
CA-0423,Data Analyst,Mid (50-500),Energy,Victoria,British Columbia,Hybrid,Entry Level (0-2 yrs),71000,SQL; Excel; Python; Tableau; SQL Server; R; Jira,Bachelors Preferred,2024-08-03,Indeed
CA-0424,Junior Data Analyst,Mid (50-500),Healthcare,Ottawa,Ontario,Remote,Entry Level (0-2 yrs),68000,SQL; Excel; Power Query,Masters Preferred,2024-06-05,LinkedIn
CA-0425,Data Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),82000,SQL; Excel; Python; Power BI,Bachelors Required,2024-01-19,LinkedIn
CA-0426,Junior Data Analyst,Small (<50),Financial Services,Ottawa,Ontario,Remote,Senior Level (5+ yrs),67000,SQL; Excel; Power BI; SQL Server,Not Specified,2024-08-15,LinkedIn
CA-0427,Business Intelligence Analyst,Small (<50),Financial Services,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),84000,SQL; Excel; Tableau,Bachelors Required,2024-03-03,LinkedIn
CA-0428,Financial Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),83000,SQL; Excel; Python; Tableau; SQL Server,Masters Preferred,2023-12-26,Indeed
CA-0429,Business Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),69000,SQL; Python; Power BI; Tableau; SQL Server; R; Jira,Bachelors Required,2023-11-23,LinkedIn
CA-0430,Data Analyst,Mid (50-500),Technology,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; SQL Server; Azure; Jira,Bachelors Required,2024-12-01,Job Bank
CA-0431,Business Intelligence Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Mid Level (2-5 yrs),75000,SQL; Python; Power BI; Tableau,Not Specified,2024-01-05,Indeed
CA-0432,Business Intelligence Analyst,Mid (50-500),Financial Services,Edmonton,Alberta,On-site,Senior Level (5+ yrs),90000,SQL; Excel; Tableau; Azure; Power Query,Not Specified,2023-11-03,Job Bank
CA-0433,Business Intelligence Analyst,Large (500+),Retail & E-Commerce,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),94000,SQL; Excel; Power BI; Tableau,Bachelors Preferred,2024-06-08,Indeed
CA-0434,Business Intelligence Analyst,Mid (50-500),Government,Mississauga,Ontario,Hybrid,Mid Level (2-5 yrs),91000,SQL; Excel; Python; Power BI; Power Query,Bachelors Preferred,2023-11-19,LinkedIn
CA-0435,Senior Data Analyst,Large (500+),Technology,Toronto,Ontario,Remote,Entry Level (0-2 yrs),103000,Python; Power BI; Azure; Git; Power Query,Bachelors Required,2025-03-11,Job Bank
CA-0436,Senior Data Analyst,Small (<50),Government,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),117000,SQL; Python; Power BI; Azure; Power Query; Snowflake,Bachelors Required,2025-03-16,Company Website
CA-0437,Business Intelligence Analyst,Small (<50),Technology,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),88000,SQL; Python; Tableau; Git,Bachelors Required,2024-10-03,Indeed
CA-0438,Data Analyst,Large (500+),Technology,Vancouver,British Columbia,On-site,Entry Level (0-2 yrs),74000,SQL; Python; Power BI; SQL Server,Bachelors Required,2024-05-17,LinkedIn
CA-0439,Senior Data Analyst,Mid (50-500),Energy,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),103000,SQL; Excel; Python; Tableau; R; Looker,Bachelors Required,2024-03-25,Company Website
CA-0440,Senior Data Analyst,Large (500+),Manufacturing,Saskatoon,Saskatchewan,Remote,Senior Level (5+ yrs),90000,Excel; Power BI; Tableau; Power Query; Snowflake,Bachelors Required,2024-12-04,LinkedIn
CA-0441,Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Remote,Mid Level (2-5 yrs),72000,SQL; Tableau; SQL Server,Masters Preferred,2024-10-23,LinkedIn
CA-0442,Data Analyst,Large (500+),Financial Services,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),73000,SQL; Excel; Power BI; Git,Bachelors Required,2025-01-31,Indeed
CA-0443,Data Analyst,Mid (50-500),Telecommunications,Edmonton,Alberta,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; SQL Server; Jira; DAX,Bachelors Preferred,2023-11-14,Glassdoor
CA-0444,Business Intelligence Analyst,Small (<50),Financial Services,Mississauga,Ontario,Remote,Mid Level (2-5 yrs),95000,SQL; Excel; Python; SQL Server; R; Looker,Bachelors Required,2025-01-14,LinkedIn
CA-0445,Operations Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),65000,SQL; Excel; Power BI; Tableau; R; Jira,Not Specified,2024-08-26,Indeed
CA-0446,Junior Data Analyst,Mid (50-500),Energy,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),67000,SQL; Excel; Power BI; Azure,Bachelors Preferred,2024-06-21,LinkedIn
CA-0447,Business Intelligence Analyst,Mid (50-500),Technology,Calgary,Alberta,Hybrid,Entry Level (0-2 yrs),80000,SQL; Excel; R; Git; Spark,Bachelors Required,2024-10-24,Indeed
CA-0448,Operations Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),71000,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-08-10,Indeed
CA-0449,Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),75000,SQL; Excel; Power BI; Tableau; Git,Masters Preferred,2024-01-08,LinkedIn
CA-0450,Business Intelligence Analyst,Small (<50),Consulting,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; SQL Server,Bachelors Required,2023-12-27,Company Website
CA-0451,Marketing Data Analyst,Mid (50-500),Financial Services,Calgary,Alberta,On-site,Entry Level (0-2 yrs),83000,Python; Tableau,Not Specified,2024-10-03,Company Website
CA-0452,Data Analyst,Small (<50),Telecommunications,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-05-17,LinkedIn
CA-0453,Business Analyst,Mid (50-500),Healthcare,Edmonton,Alberta,Remote,Entry Level (0-2 yrs),82000,Excel; Python; Power BI; SQL Server; R; Looker; Power Query,Bachelors Required,2024-04-30,LinkedIn
CA-0454,Junior Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),58000,SQL; Power BI; Tableau; SQL Server; R,Bachelors Preferred,2024-05-01,Job Bank
CA-0455,Data Analyst,Large (500+),Healthcare,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),88000,SQL; Python; Power BI; R; Jira; DAX,Bachelors Required,2025-02-12,Glassdoor
CA-0456,Data Analyst,Large (500+),Energy,Calgary,Alberta,Remote,Mid Level (2-5 yrs),75000,SQL; Excel; SQL Server,Bachelors Required,2024-09-01,LinkedIn
CA-0457,Data Analyst II,Small (<50),Consulting,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),82000,SQL; Python; Tableau; SQL Server; Azure; Jira; Spark,Masters Preferred,2024-06-07,Glassdoor
CA-0458,Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),80000,SQL; Excel; Python; Power BI; SQL Server; R; Snowflake,Not Specified,2023-12-09,Job Bank
CA-0459,HR Data Analyst,Small (<50),Government,Waterloo,Ontario,On-site,Entry Level (0-2 yrs),64000,SQL; Excel; Python; Power BI,Bachelors Required,2023-11-04,LinkedIn
CA-0460,Data Analyst,Mid (50-500),Financial Services,Montreal,Quebec,Remote,Entry Level (0-2 yrs),80000,SQL; Excel; Python; Power BI; Tableau; R,Bachelors Required,2025-02-09,Indeed
CA-0461,Business Intelligence Analyst,Small (<50),Financial Services,Victoria,British Columbia,On-site,Mid Level (2-5 yrs),88000,SQL; Tableau; SQL Server,Bachelors Required,2024-08-15,LinkedIn
CA-0462,Senior Data Analyst,Mid (50-500),Retail & E-Commerce,Winnipeg,Manitoba,On-site,Mid Level (2-5 yrs),90000,SQL; Python; Git; Spark,Bachelors Required,2025-02-14,LinkedIn
CA-0463,Financial Data Analyst,Large (500+),Consulting,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Spark; Power Query,Bachelors Preferred,2024-11-11,Company Website
CA-0464,Data Analyst,Large (500+),Financial Services,Montreal,Quebec,Remote,Mid Level (2-5 yrs),74000,SQL; Excel; Tableau; R; Looker; DAX,Bachelors Required,2024-05-27,LinkedIn
CA-0465,Junior Data Analyst,Mid (50-500),Manufacturing,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),71000,Excel; Power BI; Tableau; Jira; Looker; Snowflake,Not Specified,2024-09-01,LinkedIn
CA-0466,Data Analyst,Large (500+),Technology,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),83000,SQL; Excel; Power BI; Tableau; SQL Server,Not Specified,2025-01-23,Indeed
CA-0467,Operations Analyst,Large (500+),Consulting,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),69000,Excel; Python; Git; DAX; Power Query; Databricks,Bachelors Required,2025-03-01,Job Bank
CA-0468,Business Intelligence Analyst,Small (<50),Technology,Edmonton,Alberta,Remote,Mid Level (2-5 yrs),91000,SQL; Excel; SQL Server; Azure,Bachelors Required,2024-01-28,LinkedIn
CA-0469,Financial Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),75000,SQL; Power BI; Azure; R,Masters Preferred,2024-11-25,LinkedIn
CA-0470,Business Analyst,Large (500+),Financial Services,Edmonton,Alberta,On-site,Senior Level (5+ yrs),66000,SQL; Tableau; Jira,Bachelors Preferred,2023-10-12,Indeed
CA-0471,Business Intelligence Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),93000,SQL; Python; Tableau; Databricks,Bachelors Preferred,2024-04-09,Company Website
CA-0472,Data Analyst,Small (<50),Retail & E-Commerce,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; SQL Server,Bachelors Required,2024-05-08,Glassdoor
CA-0473,Data Analyst,Mid (50-500),Government,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),83000,SQL; Excel; SQL Server; Jira,Bachelors Preferred,2024-06-08,Glassdoor
CA-0474,Business Intelligence Analyst,Mid (50-500),Technology,Mississauga,Ontario,Hybrid,Entry Level (0-2 yrs),,SQL; Excel; Power BI; SQL Server; R; Git; DAX; Power Query; Databricks,Bachelors Required,2024-08-13,Indeed
CA-0475,Data Analyst II,Large (500+),Manufacturing,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),88000,SQL; Excel; R; Spark; Power Query,Bachelors Required,2024-05-18,LinkedIn
CA-0476,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; Python; SQL Server; Spark,Bachelors Preferred,2024-12-18,LinkedIn
CA-0477,Data Analyst,Mid (50-500),Technology,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Tableau,Bachelors Required,2024-08-18,LinkedIn
CA-0478,Business Analyst,Large (500+),Technology,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),80000,Excel; Power BI; Tableau,Bachelors Required,2025-01-03,Indeed
CA-0479,Business Analyst,Small (<50),Financial Services,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; R; Jira; Git,Not Specified,2024-05-13,LinkedIn
CA-0480,Junior Data Analyst,Mid (50-500),Government,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),68000,Excel; Python; Tableau; SQL Server,Not Specified,2024-12-04,Job Bank
CA-0481,Data Analyst,Mid (50-500),Healthcare,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),74000,SQL; Excel; Python; Jira; Git,Bachelors Required,2024-04-04,LinkedIn
CA-0482,Senior Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Remote,Entry Level (0-2 yrs),108000,SQL; Excel; Power BI; Tableau; SQL Server; R,Bachelors Preferred,2024-03-02,Indeed
CA-0483,Business Intelligence Analyst,Mid (50-500),Consulting,Montreal,Quebec,On-site,Entry Level (0-2 yrs),80000,SQL; Python; Azure; Power Query; Databricks,Bachelors Required,2023-10-03,LinkedIn
CA-0484,Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),91000,SQL; Excel; Python; Azure,Bachelors Preferred,2023-10-31,LinkedIn
CA-0485,Data Analyst,Large (500+),Consulting,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),72000,SQL; Excel; Python; Azure; Power Query; Snowflake,Bachelors Preferred,2024-09-01,Job Bank
CA-0486,Business Intelligence Analyst,Small (<50),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),79000,Python; Power BI; Tableau; Git; Snowflake,Masters Preferred,2024-11-08,Indeed
CA-0487,Data Analyst,Large (500+),Consulting,Calgary,Alberta,Remote,Mid Level (2-5 yrs),83000,SQL; Excel; Python; Power BI; SQL Server; R; Jira,Bachelors Preferred,2023-10-21,Company Website
CA-0488,Data Analyst,Mid (50-500),Consulting,Victoria,British Columbia,Remote,Entry Level (0-2 yrs),71000,SQL; Excel; Python; Power BI; Tableau; Git; DAX; Databricks,Bachelors Required,2024-07-11,Job Bank
CA-0489,Junior Data Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),68000,SQL; Excel; Python; R; Jira,Not Specified,2024-12-18,Indeed
CA-0490,Financial Data Analyst,Large (500+),Healthcare,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),72000,SQL; Python; Tableau; SQL Server; Azure; Git,Not Specified,2023-12-01,LinkedIn
CA-0491,Business Intelligence Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),77000,SQL; Excel; Python; Tableau; Power Query,Masters Preferred,2025-03-15,Indeed
CA-0492,Data Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),79000,SQL; Excel; Python; Azure,Bachelors Required,2024-03-14,Indeed
CA-0493,Business Intelligence Analyst,Mid (50-500),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),91000,SQL; Excel; Python; Power BI,Bachelors Required,2024-01-30,LinkedIn
CA-0494,Business Intelligence Analyst,Mid (50-500),Consulting,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),79000,SQL; Excel; Python; Power Query,Not Specified,2024-01-19,LinkedIn
CA-0495,Junior Data Analyst,Large (500+),Healthcare,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),72000,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Required,2024-06-26,Indeed
CA-0496,Junior Data Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Remote,Senior Level (5+ yrs),64000,SQL; Excel; Python; Tableau; Azure; Git; Power Query,Bachelors Preferred,2025-03-28,LinkedIn
CA-0497,Junior Data Analyst,Mid (50-500),Retail & E-Commerce,Mississauga,Ontario,Remote,Mid Level (2-5 yrs),68000,SQL; Excel; Python; Power BI; Tableau,Not Specified,2024-06-28,Indeed
CA-0498,Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Remote,Entry Level (0-2 yrs),71000,SQL; Excel; Python; Git,Bachelors Required,2024-12-21,LinkedIn
CA-0499,Financial Data Analyst,Mid (50-500),Technology,Waterloo,Ontario,Remote,Entry Level (0-2 yrs),,Excel; Python; Power BI; SQL Server; Git; Power Query,Bachelors Required,2025-01-31,Job Bank
CA-0500,Financial Data Analyst,Large (500+),Technology,Edmonton,Alberta,Remote,Senior Level (5+ yrs),72000,SQL; Excel; Python; Tableau; R; Looker,Not Specified,2024-08-18,Company Website
CA-0501,Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Remote,Senior Level (5+ yrs),74000,SQL; Python; SQL Server; R; Git,Bachelors Required,2024-12-16,Indeed
CA-0502,Data Analyst,Small (<50),Financial Services,Waterloo,Ontario,On-site,Senior Level (5+ yrs),77000,SQL; Excel; Python; SQL Server,Bachelors Preferred,2024-07-08,LinkedIn
CA-0503,Senior Data Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),112000,SQL; Excel; Power BI; Tableau; SQL Server; Azure; R,Bachelors Required,2023-12-28,Job Bank
CA-0504,Senior Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),123000,SQL; Excel; Python; Azure; R; Git; Spark,Bachelors Preferred,2023-12-28,Glassdoor
CA-0505,Data Analyst,Small (<50),Retail & E-Commerce,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),63000,SQL; Excel; Python; Power BI; Tableau; Jira,Bachelors Preferred,2024-05-01,Job Bank
